id,event,time_raw,time_year,dynasty,period,location,province,modern_place,lat,lng,textbook,unit,description,prompt
7B-02-08,岳飞抗金/郾城大捷,1140年,1140,南宋,南宋初期,郾城（今河南漯河）,河南省,漯河市郾城区,33.58,114.02,七下,第二单元 辽宋夏金元,南宋初年，金军大举南下。岳飞率领「岳家军」英勇抗击，军纪严明、「冻死不拆屋，饿死不掳掠」，深得人民爱戴。1140年，岳家军在郾城（今河南漯河）大败金军精锐骑兵，乘胜进至离开封仅四十五里的朱仙镇。但宋高宗和宰相秦桧一心求和，连下十二道金牌命令岳飞班师。岳飞回朝后被以「莫须有」（或许有）的罪名杀害于临安风波亭，年仅三十九岁。,"General Yue Fei commanding his disciplined Yue army at Yancheng battlefield, Song cavalry defeating Jin elite troops, the hero's forces advancing toward Kaifeng, tragic scene of twelve golden recall banners stopping the victorious campaign, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-02-09,南宋与金和议（绍兴和议）,1141年,1141,南宋,南宋初期,临安（今浙江杭州）,浙江省,杭州市,30.27,120.16,七下,第二单元 辽宋夏金元,岳飞被害后，宋金于1141年达成和议（绍兴和议）。双方约定：东以淮水、西至大散关为界，南宋向金称臣，每年向金纳贡银25万两、绢25万匹。此后宋金之间维持了较长时期的和平对峙局面，南宋得以偏安江南。,"Southern Song court in Lin'an, Emperor Gaozong and Qin Kui signing the Shaoxing peace treaty with Jin envoys, the border demarcated at the Huai River and Dasan Pass, Song diplomats accepting subordinate status, the costly peace establishing long-term stalemate, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-02-10,成吉思汗统一蒙古,1206年,1206,蒙古,蒙古兴起,斡难河源（今蒙古国肯特省）,蒙古高原,蒙古国斡难河上游,47.6,109,七下,第二单元 辽宋夏金元,12世纪时，蒙古高原上部落林立，互相攻伐不休。铁木真经过艰苦征战，于1206年统一了蒙古各部，在斡难河源召开大会，被推举为大汗，尊号为「成吉思汗」（意为拥有四海的君主）。他建立了军政合一的国家体制，组建了强大的骑兵部队，为日后建立地跨欧亚的蒙古帝国迈出了第一步。,"Temujin on the Onon River steppe being proclaimed Genghis Khan, Mongol warriors cheering on horseback across the vast grasslands, yurt camps dotting the horizon, the unification of Mongol tribes under one supreme leader, dawn of the Mongol Empire, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-02-11,忽必烈建立元朝,1271年,1271,元朝,元朝建立,大都（今北京）,北京市,北京市,39.9,116.4,七下,第二单元 辽宋夏金元,1260年成吉思汗的孙子忽必烈继承了汗位。1271年，忽必烈接受汉臣建议，取《易经》中「大哉乾元」之意，改国号为「大元」，定都大都（今北京）。他是元朝的开国皇帝，即元世祖。元朝是中国历史上第一个由少数民族（蒙古族）建立的全国统一的封建王朝，疆域空前辽阔。,"Kublai Khan enthroned in Dadu's newly built imperial palace, Mongol and Han officials standing in attendance, the Yuan dynasty name proclaimed from the Book of Changes, the Great Capital city being constructed, first minority-ruled unified dynasty in Chinese history, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-02-12,崖山海战 / 南宋灭亡,1279年,1279,南宋→元朝,南宋灭亡,崖山（今广东新会南）,广东省,江门市新会区崖门,22.3,113.05,七下,第二单元 辽宋夏金元,元朝建立后，南宋仍在江南地区顽强抵抗。1279年，元将张弘范率水军追击南宋残余势力至广东崖山（今广东新会），与南宋军民展开最后的决战。宋军战败，左丞相陆秀夫背负八岁的幼帝赵昺跳海殉国。南宋灭亡，元朝统一全国。,"Last stand at Yashan sea cliffs, Yuan warships surrounding the remaining Song fleet, Minister Lu Xiufu carrying the eight-year-old Song emperor leaping into the sea, burning ships and drowning soldiers, the final naval battle ending the Song dynasty, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-02-13,行省制度建立,元朝（约1280年代）,1280,元朝,元朝,全国设立行中书省,全国,全国范围,39.9,116.4,七下,第二单元 辽宋夏金元,元朝版图空前辽阔，为有效管理庞大的疆域，忽必烈在地方上设置了「行中书省」（简称行省或省）。全国共分为十个行省，行省长官由中央直接任命。行省制度是对秦汉以来郡县制的重大发展，是中国历史上省制的开创者，对后世产生了深远影响，今天中国的省级行政区划即由此演变而来。,"Yuan dynasty administrative map showing ten provincial circuits, the Zhongshu Sheng central bureau in Dadu, regional branch secretariats governing vast territories, officials appointed by the emperor reviewing provincial reports, the groundbreaking provincial system governing China's largest empire, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-02-14,宣政院管辖西藏,元朝,1280,元朝,元朝,西藏地区,西藏自治区,西藏,31,89,七下,第二单元 辽宋夏金元,元朝在中央设置宣政院，负责掌管全国的佛教事务，并直接管辖西藏地区。朝廷在西藏调查户口、设置驿站、驻扎军队、征收赋税、任免官吏。宣政院的设置标志着西藏地区正式成为中央政府直接管辖下的一个地方行政区域，西藏从此与中央政府之间的统属关系更加密切和固定化。,"Xuanzheng Yuan officials in Tibetan territory, Yuan administrators registering households and setting up relay stations, imperial decree establishing direct central governance over Tibet, Tibetan monks and Yuan officers cooperating in Lhasa, formal integration of Tibet into the Yuan state system, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-02-15,活字印刷术（毕昇）,北宋庆历年间（约1040年）,1040,北宋,北宋中期,今湖北/浙江一带（杭州地区）,浙江省,杭州一带,30.27,120.16,七下,第二单元 辽宋夏金元,北宋庆历年间（约1040—1048年），平民出身的毕昇发明了活字印刷术。他用胶泥制成单个的活字，排版时按文稿将活字排在铁框内，用松脂等固定，印刷完毕后再将活字拆下备下次使用。这极大提高了印刷效率，比德国人谷登堡的活字印刷术早了约四百年。活字印刷术后来传往世界，对人类文明的发展和传播产生了重大影响。,"Printer Bi Sheng in a workshop arranging individual clay characters on an iron plate, the innovative movable-type system being assembled for printing, ink being applied to the composed text block, finished printed pages stacked beside the press, revolutionary printing technology, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-02-16,指南针用于航海,北宋末年,1100,北宋,北宋,用于海上航行,沿海地区,东南沿海,28,120,七下,第二单元 辽宋夏金元,中国在战国时期已发现磁石指南的特性，并制造出「司南」。到了北宋末年，指南针开始应用于航海。北宋海船在阴雨天依靠指南针辨别方向，中国成为最早将指南针用于航海的国家。南宋时指南针经阿拉伯人传入欧洲，为新航路的开辟和世界航海事业的发展提供了重要条件。指南针是中国古代四大发明之一。,"Song dynasty navigator on a coastal ship using a compass device to determine direction in foggy seas, the magnetic pointer floating in a water bowl, ocean waves and distant shoreline, maritime trade vessels sailing along the southeast coast, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-01,明朝建立,1368年,1368,明朝,明朝初期,应天府（今江苏南京）,江苏省,南京市,32.06,118.79,七下,第三单元 明清时期,元朝末年，天下大乱，农民起义此起彼伏。朱元璋出身贫苦，曾当过和尚，后加入红巾军起义队伍，凭借卓越的军事才能逐渐壮大。1368年，朱元璋在应天府（今江苏南京）称帝，建立明朝，年号洪武，他就是明太祖。同年秋，明军攻占元大都，元朝灭亡。,"Zhu Yuanzhang crowned as Ming Emperor in Nanjing, the former monk-turned-warlord in imperial dragon robe, Ming army banners marching through defeated Yuan capital Dadu, the founding of a new dynasty rising from peasant rebellion, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-02,靖难之役,1399-1402年,1402,明朝,明初,北方→南京,河北→江苏,北京到南京,35,117,七下,第三单元 明清时期,明太祖朱元璋去世后，皇太孙朱允炆继位（建文帝），实行「削藩」政策。燕王朱棣于1399年以「清君侧」为名起兵反抗，经过四年战争，于1402年攻入南京。建文帝下落不明，朱棣即皇帝位，年号永乐，是为明成祖。朱棣即位后为加强对北方的控制和防范蒙古，决定将都城从南京迁往自己的根据地北平。,"Prince Zhu Di's army marching south toward Nanjing, the Jingnan campaign raging through Hebei plains, flames rising from the Nanjing palace as Zhu Di's forces breach the gates, the usurper prince ascending the throne as Emperor Chengzu, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-03,明成祖迁都北京,1421年,1421,明朝,明成祖时期,北京（今北京）,北京市,北京市,39.9,116.4,七下,第三单元 明清时期,明成祖朱棣即位后，下令大规模营建北京城，修建了辉煌壮丽的紫禁城（今故宫）。1421年，明成祖正式将都城从南京迁往北京，此后北京成为明清两代的都城。迁都北京加强了明朝对北方地区的军事防御和行政管理，对巩固多民族国家的统一具有重要意义。,"Grand construction of Beijing's Forbidden City, thousands of craftsmen building the imperial palace complex, Emperor Chengzu presiding over the capital relocation ceremony, the magnificent new capital city of Beijing emerging from construction scaffolding, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-04,郑和下西洋,1405-1433年（七次）,1405,明朝,明成祖时期,从刘家港出发→东南亚→印度洋→非洲东海岸,跨国,从江苏太仓出发，最远到达非洲东海岸和红海沿岸,10,60,七下,第三单元 明清时期,为了加强同海外各国的联系，明成祖派郑和率船队出使西洋。从1405年到1433年，郑和先后七次率大型船队远航，最大的宝船长约151米、宽约61米。船队从刘家港（今江苏太仓）出发，到达亚非30多个国家和地区，最远抵达非洲东海岸和红海沿岸。郑和下西洋是世界航海史上的壮举，比欧洲航海家哥伦布的远航早了近一个世纪，体现了明朝强盛的国力和开放的气魄。,"Zheng He's treasure fleet sailing across the Indian Ocean, massive nine-masted bao-chuan ships with crews of hundreds, the fleet arriving at an African coastal port, foreign rulers greeting the Ming ambassador, exotic goods being exchanged at distant ports, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-05,戚继光抗倭,1561-1565年（明嘉靖年间）,1561,明朝,明嘉靖时期,浙江、福建、广东沿海,浙江/福建/广东,东南沿海,28,121,七下,第三单元 明清时期,明朝中期，东南沿海倭患严重。日本武士、商人和海盗（倭寇）与中国沿海的亡命之徒相勾结，武装走私、烧杀抢掠。明政府派戚继光前往浙江抗倭。戚继光组建了一支纪律严明、训练有素的「戚家军」，创造性地运用「鸳鸯阵」等战术，在浙江台州取得九战皆捷的辉煌战果。此后他又奉命进入福建、广东剿倭，到1565年基本肃清了东南沿海的倭患。,"General Qi Jiguang training his disciplined Qi Army in Zhejiang coastal camp, soldiers practicing the mandarin-duck formation with spears and bamboo shields, coastal defense towers overlooking the sea, the anti-wokou campaign sweeping through southeast shores, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-06,葡萄牙占据澳门,1553年,1553,明朝,明嘉靖时期,澳门,澳门特别行政区,澳门,22.2,113.55,七下,第三单元 明清时期,16世纪，欧洲殖民者开始东来。1553年，葡萄牙殖民者通过贿赂广东地方官吏，以晾晒货物为借口获得了在澳门的居住权。此后葡萄牙人逐渐在澳门定居、修城、设官管理，澳门实际上沦为葡萄牙的殖民地。直到1999年12月20日，中国才对澳门恢复行使主权。这是西方殖民者侵占中国领土的开始。,"Portuguese traders landing at a Macau peninsula harbor, European ships anchored offshore, Ming officials accepting trade goods in a coastal settlement, the beginning of Western colonial presence on Chinese territory, East-West encounter at the southern coast, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-07,李自成起义/明朝灭亡,1644年,1644,明朝,明朝末年,北京（今北京）,北京市,北京市,39.9,116.4,七下,第三单元 明清时期,明朝末年，政治腐败，天灾不断，农民无法生存。陕北农民李自成加入起义军，提出「均田免粮」的口号，受到广大农民的热烈拥护，起义队伍迅速发展壮大。1644年，李自成在西安建立「大顺」政权，随即挥师东进，攻克北京城。崇祯皇帝在煤山（今景山）自缢，明朝的统治就此终结，共延续了276年。,"Li Zicheng's rebel army storming through Beijing city gates, the Shun dynasty banner raised over the capital, Ming Emperor Chongzhen hanging himself on a tree at Jingshan hill, chaotic streets of the fallen Ming capital, end of a 276-year dynasty, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-08,清军入关,1644年,1644,清朝,清初,山海关→北京,河北/北京,秦皇岛市山海关区→北京,40.01,119.75,七下,第三单元 明清时期,李自成攻占北京后，明朝镇守山海关的大将吴三桂降清，引清军入关。清军与吴三桂联合，在山海关一片石击败李自成军。1644年清军进入北京，满清统治者将都城从盛京（今沈阳）迁到北京，开始了清朝对全中国的统治。此后清廷用了约二十年时间，逐步消灭了南明残余势力和各地抗清力量。,"Qing cavalry pouring through Shanhai Pass alongside Wu Sangui's forces, the decisive battle at Yipianshi defeating Li Zicheng's army, Qing banners replacing Ming standards on Beijing walls, the Manchu dynasty beginning its rule over all of China, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-09,郑成功收复台湾,1662年,1662,清朝,清初,台湾（今台湾）,台湾省（中国台湾）,台南市,23,120.2,七下,第三单元 明清时期,明朝末年，荷兰殖民者趁中国局势混乱之机，侵占了我国宝岛台湾，实行殖民统治。1661年，在东南沿海坚持抗清的郑成功率领两万五千将士，分乘数百艘战船从金门出发横渡台湾海峡，围攻荷兰殖民者的据点热兰遮城。经过八个多月的激战，1662年荷兰殖民者被迫投降，台湾重新回到祖国的怀抱。郑成功因此被尊为民族英雄。,"Zheng Chenggong's war fleet crossing the Taiwan Strait, Ming-style warships surrounding the Dutch fortress at Zeelandia, cannon fire blazing across the harbor, the surrender of Dutch colonial forces, Taiwan returning to Chinese sovereignty, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-10,清朝设立台湾府,1684年,1684,清朝,清康熙时期,台湾（今台湾）,台湾省（中国台湾）,台湾,23.5,121,七下,第三单元 明清时期,1683年，康熙帝派施琅率水军进攻台湾，郑氏政权投降。次年（1684年），清朝正式在台湾设置台湾府，隶属福建省管辖。台湾府的设立加强了中央政权对台湾的管理，密切了台湾与祖国大陆的联系，促进了台湾经济文化的发展，也有利于巩固东南海防。,"Qing officials establishing the Taiwan Prefecture administrative office, Qing naval commander Shi Lang's fleet in Taiwan harbor, imperial decree setting up the prefectural government under Fujian province, formal integration of Taiwan into Qing administrative system, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-11,雅克萨之战,1685-1686年,1685,清朝,清康熙时期,雅克萨（今俄罗斯境内黑龙江北岸）,黑龙江流域,黑龙江以北,53.5,125,七下,第三单元 明清时期,17世纪中叶，沙俄势力侵入我国黑龙江流域，占领了雅克萨城。1685年和1686年，康熙帝两次派兵围攻雅克萨，痛击俄军。俄军死伤惨重，被迫同意谈判。雅克萨之战显示了清朝维护领土主权的决心和实力。,"Qing soldiers besieging the Yaksa fortress on the Amur River, Kangxi Emperor's troops encamped around the Russian fort, artillery bombardment on the wooden walls, Russian defenders surrendering after devastating losses, Qing military demonstrating territorial resolve, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-12,中俄《尼布楚条约》,1689年,1689,清朝,清康熙时期,尼布楚（今俄罗斯涅尔琴斯克）,黑龙江流域,今俄罗斯外贝加尔边疆区,51.98,116.58,七下,第三单元 明清时期,雅克萨之战后，1689年中俄双方在尼布楚（今俄罗斯涅尔琴斯克）经过平等谈判签订了《尼布楚条约》。条约规定：中俄以格尔必齐河、额尔古纳河和外兴安岭往东至海为界，外兴安岭以北属俄国、以南属中国。这是中俄之间的第一个平等边界条约，从法律上肯定了黑龙江和乌苏里江流域包括库页岛在内的广大地区都是中国领土。,"Diplomats negotiating at Nerchinsk, Qing and Russian officials seated across a table with interpreters, the boundary treaty map being drawn marking the Stanovoy Range and Argun River, the first equal international treaty in Chinese history, establishing clear northeastern borders, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-13,平定噶尔丹叛乱,1690-1697年,1696,清朝,清康熙时期,乌兰布通→昭莫多（今内蒙古/蒙古）,内蒙古,内蒙古中部→蒙古国,43,113,七下,第三单元 明清时期,清朝前期，西北地区的蒙古准噶尔部在首领噶尔丹的率领下日益强大，不仅控制了天山南北，还向东进攻漠北蒙古，威逼北京。为维护国家统一，康熙帝于1690年至1697年间三次率军亲征，在乌兰布通、昭莫多等地大败噶尔丹。噶尔丹众叛亲离，最终服毒自杀。此后清朝加强了对蒙古地区的管辖。,"Kangxi Emperor on horseback leading his third expedition against Galdan, Qing cavalry marching through the Mongolian steppe, battle at Ulan Butung with cannons and mounted archers, the defeated Dzungar leader's final desperate stand, consolidation of Mongolian territories under Qing rule, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-14,驻藏大臣设立,1727年,1727,清朝,清雍正时期,拉萨（今西藏）,西藏自治区,拉萨市,29.65,91.13,七下,第三单元 明清时期,1727年，雍正帝在西藏设置驻藏大臣，代表中央政府与达赖、班禅共同管理西藏事务。驻藏大臣的设立是清朝加强对西藏地区管辖的重要举措，标志着中央政权对西藏的统治进一步加强。此后驻藏大臣制度一直延续到清末，有效地维护了多民族国家的统一。,"Qing Amban officials arriving in Lhasa to establish the resident minister post, Tibetan monks and Qing officers in the Potala Palace hall, the joint administration of Tibet by central government and local religious leaders, strengthened imperial oversight of Tibetan affairs, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-15,军机处设立,1729年（雍正年间）,1729,清朝,清雍正时期,北京紫禁城,北京市,北京故宫,39.92,116.39,七下,第三单元 明清时期,清初沿用明朝旧制，中央议政王大臣会议权力很大，限制了皇权。雍正帝为加强君主专制，于1729年在宫内设立军机处。军机处由皇帝挑选亲信大臣组成，军国大事完全由皇帝一人裁决，军机大臣只能跪受笔录、传达执行。军机处的设立标志着中国封建君主专制达到顶峰，皇帝集军政大权于一身。,"Emperor Yongzheng in the Forbidden City establishing the Grand Council, selected ministers kneeling before the emperor recording his verbal decrees, the intimate inner palace policy-making chamber, absolute imperial power centralized through this new institution, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-16,平定大小和卓叛乱,1758-1759年,1758,清朝,清乾隆时期,天山南路（今新疆）,新疆维吾尔自治区,新疆南部,40,81,七下,第三单元 明清时期,18世纪中叶，天山南路的维吾尔贵族大小和卓兄弟发动叛乱，企图分裂国家。乾隆帝于1758年派兵平叛，经过两年征战彻底粉碎了叛乱。随后清朝在新疆设置伊犁将军，管辖包括巴尔喀什湖在内的整个新疆地区。伊犁将军是新疆地区的最高军政长官，加强了中央对西北边疆的管辖。,"Qing army advancing through Xinjiang's southern passes against the Hoja brothers' rebellion, cannons firing on mountain fortresses, Qing cavalry pursuing fleeing rebel forces through desert oases, the establishment of Ili General's administration over the vast Xinjiang territory, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-17,闭关锁国政策,1757年起,1757,清朝,清乾隆时期,广州一口通商,广东省,广州市,23.13,113.26,七下,第三单元 明清时期,清朝长期实行闭关锁国政策，严格限制对外贸易。1757年，乾隆帝下令除广州一处外，停止其他所有港口的对外贸易，并规定由经政府特许的「广州十三行」统一管理和经营外贸事务。闭关锁国政策虽然在一定程度上起到了防御西方殖民侵略的作用，但长期来看，它使中国与世界隔绝，逐渐落后于世界发展潮流，是导致近代中国被动挨打的重要原因之一。,"Guangzhou port with only the Thirteen Hongs factory buildings active along the waterfront, European merchants confined to the single designated trading compound, Chinese officials restricting foreign ships, the closed-door policy isolating China from world commerce, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-18,《红楼梦》等四大名著,明清时期（14-18世纪）,1700,明清,明清,全国各地,全国,—,35,110,七下,第三单元 明清时期,明清时期是中国古典小说的繁荣时代，涌现出影响深远的「四大名著」。罗贯中的《三国演义》描写了三国时期的政治军事斗争；施耐庵的《水浒传》歌颂了北宋末年的农民起义；吴承恩的《西游记》以唐代玄奘取经为蓝本创作了充满想象力的神话故事；曹雪芹的《红楼梦》以贾府的兴衰为主线深刻揭示了封建社会的种种矛盾。此外还有「三言」「二拍」等白话短篇小说集。,"Scholars in a Ming-era study surrounded by the Four Great Classical Novels, a reader holding a copy of Romance of the Three Kingdoms, another examining Water Margin illustrations, storytellers performing in a teahouse, the golden age of Chinese vernacular literature, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-19,李时珍著《本草纲目》,1578年（明朝）,1578,明朝,明万历时期,蕲州（今湖北蕲春）,湖北省,黄冈市蕲春县,30.23,115.44,七下,第三单元 明清时期,李时珍是明朝杰出的医药学家，在行医过程中发现古代本草书中有不少错误，决心重新编撰一部完备的药物学著作。他跋山涉水，遍访各地，采集药物标本，搜集民间验方，参考八百多种书籍，前后历时27年，终于完成了约190万字的《本草纲目》。《本草纲目》记载药物1892种，附药方11000多个，被誉为「东方医学巨典」，被译成多种文字流传世界。,"Li Shizhen hiking through mountain forests collecting medicinal plant specimens, the physician examining herbs and recording notes in his field journal, baskets of collected medicinal materials beside him, the monumental Bencao Gangmu manuscript being compiled over decades of research, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
7B-03-20,宋应星著《天工开物》,1637年（明崇祯年间）,1637,明朝,明末,分宜教谕任上（今江西）,江西省,新余市分宜县,27.82,114.68,七下,第三单元 明清时期,宋应星是明朝末年的科学家，曾任江西分宜县教谕（县学的教官）。他潜心总结民间农业和手工业生产技术，于1637年写成《天工开物》一书。全书分为十八卷，涵盖了农业、纺织、陶瓷、冶炼、造纸、武器制造等诸多领域，图文并茂地记述了当时许多先进的生产工艺和技术。该书被誉为「中国17世纪的工艺百科全书」。,"Song Yingxing in a rural workshop observing craftsmen at various production processes, a smelter casting iron tools, a potter shaping ceramics, a weaver operating a loom, the author documenting each technique with illustrations for the Tiangong Kaiwu encyclopedia, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
8A-01-01,虎门销烟,1839年6月,1839,清朝,近代史开端前,广东虎门海滩,广东省,东莞市虎门镇,22.82,113.67,八上,第一单元 侵略与反抗,1839年6月3日至25日，林则徐在广东虎门海滩主持销毁收缴的鸦片约二百三十余万斤。他命人在海滩上挖了两个大池，将鸦片投入池中用盐卤和石灰浸泡，再引海水冲走。虎门销烟是中国人民禁烟斗争的伟大胜利，显示了中华民族反抗外来侵略的坚强决心。林则徐因此被誉为民族英雄。,"Lin Zexu overseeing the destruction of opium at Humen beach, workers mixing opium balls with salt and lime in large pools, smoke rising from the destruction pits, foreign observers watching from nearby ships, the decisive anti-opium campaign demonstrating national resolve, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
8A-01-02,鸦片战争,1840-1842年,1840,清朝,近代史,广东、福建、浙江、江苏沿海,广东/福建/浙江/江苏,东南沿海,23,116,八上,第一单元 侵略与反抗,1840年6月，英国以中国虎门销烟损害其鸦片贸易利益为借口，发动了对中国的侵略战争。英军凭借坚船利炮先后攻陷定海、大沽口，进逼南京。清政府在战争中处处被动、节节败退。1842年被迫签订《南京条约》。鸦片战争使中国开始从封建社会沦为半殖民地半封建社会，是中国近代史的开端。,"British warships firing cannons at Chinese coastal fortifications, Qing defenders struggling on crumbling walls, the Opium War devastating southeast ports, British vessels advancing along the Chinese coastline, the beginning of China's semi-colonial era, Late Ming Huizhou woodblock print style, black and white baimiao line drawing on aged yellowed xuan paper, fine curved carving lines, no coloring, pure ink lines, traditional baimiao landscape technique, classical narrative figures, ancient rustic antique book texture, rich detail, high-fidelity line work"
